,price,Style,Screen Size,Bluetooth,SpO2,Heart Rate monitor,Alarm clock,Distance tracker,sleep monitor,Activity tracker,Notifications,gps,bp monitor,Target Audience,Black,Blue,Gold,Green,Grey,Pink,Red,Rose Gold,Rose Golden,Silver,Round,Square
378,1494,2,1.69,0,0,0,1,0,0,0,0,0,0,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
379,6995,2,1.3,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
380,2495,0,1.69,1,1,1,1,0,1,0,1,0,0,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
381,6995,0,1.3,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
382,1599,1,1.69,1,0,0,1,0,0,0,1,0,0,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
383,42989,2,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,1
384,85390,2,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
385,89899,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
386,44523,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,1
387,53900,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,1
388,77899,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
389,43605,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,1
390,82899,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
391,87203,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
392,55955,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,1
393,29003,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
394,46899,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,1
395,77899,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,1
396,45899,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,1
397,77899,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,1,0,0,0,0,0,0,0,0,1
398,82353,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,1,0,0,0,0,0,0,0,0,1
399,53900,1,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,1
400,83989,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
401,83989,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
402,77899,2,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
403,55900,2,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,1
404,46390,2,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,1
405,55955,2,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,1
406,89899,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
407,11900,0,1.34,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
408,11454,0,1.34,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
409,16999,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
410,15999,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
411,17999,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
412,18225,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
413,16999,0,1.34,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
414,15945,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
415,24999,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
416,15999,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
417,16999,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
418,19870,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
419,11472,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
420,16999,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
421,16999,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
422,13495,0,1.57,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
423,11472,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
424,24999,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
425,11472,0,1.34,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
426,24949,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
427,11472,0,1.58,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
428,8999,0,0.74,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
429,5999,0,2.0,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
430,5666,0,0.72,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
431,5995,1,1.78,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
432,5995,1,1.78,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,1,0,0,0,0
433,5995,1,1.78,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
434,8995,1,1.32,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
435,9995,0,1.39,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
436,11995,1,1.77,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
437,5995,2,1.78,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
438,11995,2,1.77,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,1,0,0,0,0,0,0
439,10495,2,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,0,1,0,0
440,11995,2,1.77,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
441,14995,2,1.39,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,1,0,0,0,0,0,0,0,0,0,0
442,11995,2,1.77,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
443,11472,0,1.39,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
444,11995,1,1.77,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,1,0,0,0,0,0
445,14995,0,1.39,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,1,0,0,0,0,0,0,0
446,5245,0,1.69,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
447,8995,0,1.78,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
448,4500,0,1.69,1,1,1,1,1,1,0,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
449,5247,0,1.69,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
450,11472,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
451,8995,0,1.78,1,1,1,1,1,1,1,1,0,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
452,11995,0,1.22,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",1,0,0,0,0,0,0,0,0,0,0,0
453,11472,0,1.22,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,0,0,0,0,0,1,0,0,0
454,11472,0,1.69,1,1,1,1,1,1,1,1,1,1,"Unisex Teen, Unisex Adult",0,0,0,1,0,0,0,0,0,0,0,0
